prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
16,512,16,16384,1086.34
16,512,32,16,39.3497
16,512,32,32,39.5417
16,512,32,64,40.4373
16,512,32,128,52.651
16,512,32,256,66.1763
16,512,32,512,93.4937
16,512,32,768,124.683
16,512,32,1024,156.588
16,512,32,1152,173.152
16,512,32,1728,238.934
16,512,32,2048,283.809
16,512,32,2592,350.145
16,512,32,3888,509.761
16,512,32,4096,539.245
16,512,32,5832,770.093
16,512,32,8192,1097.72
16,512,32,8748,1173.12
16,512,32,13122,1750.48
16,512,32,16384,2184.26
16,512,64,16,62.1447
16,512,64,32,62.7837
16,512,64,64,63.7657
16,512,64,128,87.4343
16,512,64,256,116.406
16,512,64,512,187.638
16,512,64,768,251.777
16,512,64,1024,304.502
16,512,64,1152,349.355
16,512,64,1728,479.393
16,512,64,2048,545.006
16,512,64,2592,714.413
16,512,64,3888,1144.64
16,512,64,4096,1204.71
16,512,64,5832,1763.5
16,512,64,8192,2463.82
16,512,64,8748,2634.03
16,512,64,13122,3921.2
16,512,64,16384,4929.28
16,512,128,16,104.224
16,512,128,32,105.27
16,512,128,64,107.915
16,512,128,128,165.056
16,512,128,256,235.649
16,512,128,512,376.492
16,512,128,768,512.769
16,512,128,1024,645.54
16,512,128,1152,716.205
16,512,128,1728,1042.18
16,512,128,2048,1315.43
16,512,128,2592,2064.71
16,512,128,3888,3896.15
16,512,128,4096,4090.89
16,512,128,5832,5807.01
16,512,128,8192,8227.96
16,512,128,8748,8980.44
16,512,128,13122,15671.5
16,512,128,16384,20902.3
16,768,0,0,23.648
16,768,1,512,23.616
16,768,1,768,23.7547
16,768,1,1152,31.5953
16,768,1,1728,42.9013
16,768,1,2592,61.2907
16,768,1,3888,88.1603
16,768,1,5832,129.419
16,768,1,8748,191.158
16,768,1,13122,282.145
16,768,1,16384,353.366
16,768,2,512,23.7977
16,768,2,768,24
16,768,2,1152,32.107
16,768,2,1728,44.021
16,768,2,2592,64.192
16,768,2,3888,92.821
16,768,2,5832,135.669
16,768,2,8748,199.744
16,768,2,13122,298.337
16,768,2,16384,372.779
16,768,4,512,24.0217
16,768,4,768,24.4267
16,768,4,1152,32.9493
16,768,4,1728,45.2057
16,768,4,2592,65.7703
16,768,4,3888,94.3573
16,768,4,5832,138.006
16,768,4,8748,205.429
16,768,4,13122,301.729
16,768,4,16384,379.776
16,768,8,512,40.4907
16,768,8,768,45.92
16,768,8,1152,63.0717
16,768,8,1728,86.379
16,768,8,2592,125.611
16,768,8,3888,182.08
16,768,8,5832,267.008
16,768,8,8748,397.217
16,768,8,13122,597.527
16,768,8,16384,747.798
16,768,16,512,56.7683
16,768,16,768,68.384
16,768,16,1152,94.3467
16,768,16,1728,129.025
16,768,16,2592,188.096
16,768,16,3888,271.979
16,768,16,5832,401.068
16,768,16,8748,602.445
16,768,16,13122,906.85
16,768,16,16384,1141.06
16,768,32,512,102.101
16,768,32,768,130.816
16,768,32,1152,180.502
16,768,32,1728,249.11
16,768,32,2592,365.932
16,768,32,3888,533.185
16,768,32,5832,800.984
16,768,32,8748,1213.28
16,768,32,13122,1769.55
16,768,32,16384,2181.64
16,768,64,512,179.979
16,768,64,768,242.23
16,768,64,1152,338.166
16,768,64,1728,463.393
16,768,64,2592,690.487
16,768,64,3888,1115.76
16,768,64,5832,1766.91
16,768,64,8748,2625.78
16,768,64,13122,3942.7
16,768,64,16384,5032.46
16,768,128,512,377.111
16,768,128,768,513.229
16,768,128,1152,742.274
16,768,128,1728,1061.64
16,768,128,2592,2040.79
16,768,128,3888,3889.5
16,768,128,5832,5822.82
16,768,128,8748,8897.52
16,768,128,13122,15673.9
16,768,128,16384,21248.6
16,1024,0,0,27.968
16,1024,1,16,27.6797
16,1024,1,32,27.7227
16,1024,1,64,27.722
16,1024,1,128,27.6477
16,1024,1,256,27.776
16,1024,1,512,27.648
16,1024,1,1024,27.8933
16,1024,1,2048,48.1707
16,1024,1,4096,89.6427
16,1024,1,8192,172.011
16,1024,1,16384,337.633
16,1024,2,16,28.0853
16,1024,2,32,28.0533
16,1024,2,64,28.1707
16,1024,2,128,28.085
16,1024,2,256,28.0747
16,1024,2,512,28.171
16,1024,2,1024,28.395
16,1024,2,2048,49.899
16,1024,2,4096,93.9417
16,1024,2,8192,181.92
16,1024,2,16384,358.135
16,1024,4,16,28.0857
16,1024,4,32,28.1387
16,1024,4,64,28.064
16,1024,4,128,28.107
16,1024,4,256,28.395
16,1024,4,512,28.5653
16,1024,4,1024,29.099
16,1024,4,2048,51.2
16,1024,4,4096,96.299
16,1024,4,8192,185.621
16,1024,4,16384,363.532
16,1024,8,16,32.715
16,1024,8,32,32.6727
16,1024,8,64,32.704
16,1024,8,128,35.5413
16,1024,8,256,38.3467
16,1024,8,512,43.403
16,1024,8,1024,55.3173
16,1024,8,2048,98.038
16,1024,8,4096,183.531
16,1024,8,8192,356.972
16,1024,8,16384,715.927
16,1024,16,16,37.4403
16,1024,16,32,37.3757
